longitude,latitude,housing_age,homeowner_income,house_price
-121.96,37.95,25,4.1483,181200
-121.95,37.94,21,6.8642,285400
-121.97,37.93,4,6.6134,307000
-122.01,37.92,18,8.3956,353600
-122.01,37.92,16,8.1163,365800
-121.99,37.92,14,9.0243,427700
-121.93,37.89,13,7.3445,366700
-121.92,37.96,14,5.2798,237400
-121.94,37.95,18,7.1978,288000
-121.91,37.93,13,8.7059,329400
-121.94,37.94,26,6.2296,291700
-121.94,37.93,16,7.5695,320400
-121.93,37.93,16,6.299,286900
-121.93,37.93,16,6.6049,312600
-121.95,37.94,27,5.9346,253600
-122.25,38.02,16,5.7001,205100
-122.25,38.03,15,5.6293,197600
-122.21,38.02,15,6.0224,198500
-122.2,37.96,9,6.7741,310700
-122.23,38.06,52,3.125,171100
-122.23,38.05,52,2.5517,147100
-122.21,38.06,52,3.6154,155700
-122.2,38.04,31,5.6022,197000
-122.26,38.03,25,4.4474,203700
-122.27,38.04,47,2.3103,134500
-122.26,38.03,41,3.9345,150200
-122.26,38.04,41,2.694,123000
-122.25,38.05,30,1.6767,147700
-122.32,38.06,4,5.0969,174200
-122.28,38,26,3.4471,178900
-122.29,38,16,4.025,173200
-122.36,38.03,32,4.3173,175400
-122.3,38,34,4.4394,162000
-122.31,38,26,4.621,191100
-122.31,38.01,18,3.2759,195000
-122.28,37.99,28,4.375,193300
-122.26,37.98,28,5.1178,198000
-122.27,37.99,16,5.8899,243200
-122.27,37.98,23,6.0289,218600
-122.26,38.02,5,5.0473,184800
-122.24,38.01,11,5.7862,269400
-122.24,38.01,16,6.0102,235600
-122.25,38,16,6.5006,237700
-122.26,38,14,4.2269,170500
-122.26,38,6,5.2375,246400
-122.27,38,15,5.8418,240300
-122.27,38,12,6.1576,248700
-122.26,38,5,6.2073,272900
-122.29,37.98,27,5.1046,209800
-122.28,37.96,35,5.5,201000
-122.27,37.97,10,6.0666,272400
-122.3,37.97,30,3.6393,184000
-122.3,37.97,34,3.5353,164700
-122.29,37.97,20,4.4911,227400
-122.3,37.97,35,3.375,149700
-122.29,37.94,20,4.4387,190000
-122.32,37.95,37,4.45,196600
-122.31,37.94,38,3.8343,191400
-122.31,37.94,38,4.3958,194200
-122.32,37.95,36,4.35,185000
-122.31,37.99,25,4.2348,157800
-122.3,37.98,25,3.6518,164300
-122.32,37.97,29,3.9722,161000
-122.32,38.01,26,4.6944,171100
-122.33,38,35,2.9781,109000
-122.31,38,29,4.3333,170800
-122.32,37.99,24,4.2852,173500
-122.32,38,32,4.0437,162800
-122.34,37.99,42,2.6167,85100
-122.33,37.98,3,6.0115,175000
-122.33,37.99,4,3.911,112500
-122.39,38,33,4.125,212500
-122.36,37.96,39,0.716,104200
-122.36,37.96,31,1.5347,80400
-122.36,37.95,40,1.8333,69800
-122.37,37.95,35,1.6023,81300
-122.37,37.95,32,0.9797,76400
-122.37,37.96,37,0.7403,68600
-122.41,37.98,36,1.4583,67500
-122.34,37.98,33,3.9773,131300
-122.35,37.98,34,3.7562,132900
-122.34,37.97,19,6.0426,110000
-122.35,37.96,32,2.0353,113600
-122.35,37.97,43,2.5863,112200
-122.35,37.97,31,3.2188,113800
-122.32,37.97,33,4.6937,134100
-122.32,37.97,33,4.5,156600
-122.33,37.97,19,3.3125,158800
-122.33,37.98,32,4.4135,150100
-122.33,37.97,45,3.5463,130800
-122.34,37.97,19,2.3382,120700
-122.33,37.96,46,3.9118,129400
-122.35,37.96,36,2.5164,114200
-122.35,37.96,29,1.875,97200
-122.35,37.96,35,2.0724,97700
-122.35,37.95,31,2.6328,110300
-122.35,37.96,34,2.5461,93900
-122.36,37.96,30,1.8664,107800
-122.32,37.96,25,3.375,133700
-122.32,37.96,34,4.0417,182800
-122.32,37.95,35,2.5769,146100
-122.33,37.95,22,2.1915,120800
-122.34,37.96,15,2.1991,133300
-122.34,37.96,33,2.5382,103600
-122.32,37.94,38,3.7277,165100
-122.32,37.94,46,5.5196,210800
-122.32,37.93,40,3.9464,186900
-122.33,37.95,42,3.7708,144600
-122.33,37.94,45,2.8833,140400
-122.33,37.94,47,3.5848,140800
-122.33,37.94,43,3.1571,141600
-122.33,37.94,42,3.9417,139100
-122.33,37.94,44,4.0526,150800
-122.34,37.95,45,3.6719,134100
-122.33,37.95,45,3.0313,135800
-122.33,37.95,46,4.0927,142600
-122.34,37.95,44,3.0694,135300
-122.34,37.95,44,2.875,133400
-122.34,37.95,39,3.2333,135100
-122.34,37.95,38,3.2833,111700
-122.35,37.95,45,3.0737,111600
-122.35,37.95,42,3.6094,114600
-122.36,37.95,38,2.7714,104700
-122.34,37.94,47,3.942,143300
-122.34,37.94,44,2.7391,140300
-122.34,37.94,31,1.681,145500
-122.34,37.94,42,3.125,143900
-122.35,37.94,45,2.3456,105200
-122.35,37.94,34,1.6571,105200
-122.35,37.94,47,2.8967,95600
-122.36,37.95,38,1.5139,81700
-122.36,37.94,45,3.0862,79000
-122.36,37.94,27,0.9687,105800
-122.36,37.94,26,1.3365,72900
-122.36,37.94,41,1.822,79700
-122.37,37.94,49,1.3167,71600
-122.35,37.93,19,1.7865,88000
-122.35,37.93,28,2.3352,84300
-122.36,37.94,43,1.6,79400
-122.36,37.93,17,3.05,121600
-122.37,37.94,40,1.0521,69100
-122.37,37.93,45,1.75,37900
-122.38,37.91,18,5.0524,269800
-122.42,37.93,47,4.016,274500
-122.41,37.94,52,3.2875,275000
-122.34,37.93,30,2.1287,95000
-122.35,37.93,39,1.7257,91500
-122.36,37.93,44,1.7727,86100
-122.36,37.93,42,1.9375,87000
-122.37,37.93,37,0.8641,84200
-122.33,37.91,36,1.125,93800
-122.35,37.92,36,1.9224,94000
-122.36,37.92,52,1.3929,104200
-122.35,37.91,4,4.2895,186800
-122.33,37.93,34,2.3475,90300
-122.33,37.93,27,3.0156,111500
-122.34,37.93,32,1.4423,88300
-122.34,37.93,45,2.64,112100
-122.35,37.93,41,3.2222,156300
-122.32,37.92,29,5.0187,140600
-122.33,37.92,26,2.2301,122400
-122.32,37.92,28,3.2674,129100
-122.32,37.91,34,2.6399,119600
-122.31,37.91,39,2.7628,167800
-122.31,37.91,43,3.6417,178400
-122.31,37.91,45,4.1146,177800
-122.31,37.93,39,5.3433,286500
-122.31,37.93,36,5.0399,253400
-122.32,37.93,40,5.1067,247300
-122.32,37.94,47,6.2712,267700
-122.3,37.92,32,6.0677,321600
-122.29,37.92,35,5.943,288200
-122.29,37.92,32,6.516,401000
-122.3,37.93,34,4.5,304000
-122.31,37.93,36,3.5089,261900
-122.32,37.93,33,2.675,22500
-122.31,37.92,30,2.8456,183300
-122.31,37.92,38,3.724,220100
-122.31,37.92,12,2.5,195800
-122.32,37.92,22,3.3594,186900
-122.31,37.92,43,4.1587,212200
-122.3,37.92,33,4.0804,239000
-122.31,37.91,31,2.7243,218100
-122.3,37.91,39,2.9441,200400
-122.3,37.91,40,3.6321,209100
-122.3,37.9,37,2.9219,217200
-122.3,37.9,41,3.4091,223000
-122.3,37.9,35,2.3946,141700
-122.3,37.9,30,2.2672,162500
-122.29,37.92,36,6,311400
-122.29,37.91,38,5.1691,263200
-122.29,37.91,46,4.0536,262000
-122.29,37.91,40,5.5357,273700
-122.29,37.9,52,4.4286,234900
-122.28,37.91,38,6.5576,358500
-122.28,37.9,49,6.3538,333700
-122.28,37.9,52,4.1212,287500
-122.28,37.91,41,5.828,324400
-122.27,37.91,47,6.3669,315500
-122.28,37.91,48,7.3089,331200
-124.17,41.8,16,3.7557,109400
-124.3,41.8,19,1.9797,85800
-124.23,41.75,11,2.4805,73200
-124.21,41.77,17,2.5795,68400
-124.19,41.78,15,1.6654,74600
-124.22,41.73,28,1.7038,78300
-124.21,41.75,20,2.0074,66900
-124.17,41.76,20,2.4605,105900
-124.16,41.74,15,2.1829,69500
-124.14,41.95,21,2.275,122400
-124.16,41.92,19,2.1336,75000
-124.3,41.84,17,3.0313,103600
-124.15,41.81,17,2.2868,103100
-123.91,41.68,22,2.9688,152700
-123.83,41.88,18,3.13,116700
-123.92,41.54,22,2.0202,71100
-119.94,38.96,20,1.5536,212500
-119.95,38.95,8,2.625,187500
-119.95,38.95,22,2.02,87500
-119.95,38.95,21,1.7245,92200
-119.94,38.95,25,2.32,91300
-119.95,38.94,24,2.5875,173400
-119.93,38.94,27,2.4917,200000
-119.97,38.94,26,1.9667,84600
-119.97,38.93,24,3.1806,107200
-119.98,38.96,25,3.5417,114800
-119.96,38.94,19,2.2589,131600
-119.96,38.94,27,1.8906,104200
-119.96,38.93,22,2.83,110500
-119.94,38.92,24,4.6,136800
-119.98,38.94,25,1.9018,109700
-119.98,38.94,23,4.0417,99300
-119.99,38.94,24,3.1625,103600
-119.99,38.94,22,3.0806,118500
-119.99,38.93,23,2.9091,141900
-119.98,38.93,28,2.3281,85800
-119.98,38.93,25,2.6607,90400
-119.98,38.92,27,3.15,86900
-119.98,38.92,28,2.0708,89600
-120,38.93,17,3.9722,313400
-120.01,38.93,22,2.996,126100
-120,38.92,17,3.3295,126600
-120,38.92,26,3.5,103600
-120.01,38.92,23,1.7188,96100
-120.01,38.92,25,2.675,104200
-120.02,38.91,22,2.2056,107200
-120.02,38.92,24,3.2396,101900
-120.01,38.91,27,2.0938,94400
-120.01,38.91,17,1.9851,86700
-120.01,38.89,24,3.0089,100800
-120,38.9,21,1.9727,114100
-119.99,38.88,17,2.7457,107800
-119.98,38.9,16,3.5,134700
-119.92,38.91,15,5.0718,162500
-120,38.87,12,4.225,127600
-119.96,38.84,17,3.5714,109700
-120.02,38.76,15,4.3333,121400
-120.04,38.86,16,3.7891,117700
-120.03,38.89,15,3.8333,118800
-120.02,38.86,19,3.017,97600
-120.13,39.06,22,2.875,87500
-120.16,39.04,18,4.0313,126000
-120.16,39.01,16,4.975,206300
-120.06,39.01,19,4.0714,437500
-120.1,38.91,33,1.875,500001
-120.97,38.91,7,4.8311,172200
-121.04,38.81,11,3.93,163400
-120.72,38.94,10,3.7625,113200
-120.88,38.91,15,2.902,127300
-120.92,38.86,11,3.2027,128600
-120.87,38.83,12,2.8562,128200
-120.84,38.81,11,3.1635,132600
-120.81,38.89,17,2.9444,119300
-120.79,38.83,15,1.7222,118500
-120.71,38.85,8,3.4688,120100
-120.5,38.87,10,4.9583,87500
-120.3,38.9,11,0.9227,95500
-121.09,38.68,15,4.7083,213300
-121.08,38.67,10,6.844,239600
-121.07,38.66,22,4.6394,173400
-121.06,38.7,9,6.314,228900
-121,38.58,12,5.3344,217500
-121.01,38.73,7,4.7276,197500
-120.99,38.69,5,4.1163,172500
-121.02,38.66,4,4.5246,198900
-120.99,38.67,8,5.4413,187900
-120.98,38.67,13,5.584,186600
-120.98,38.66,9,3.225,163300
-120.98,38.68,5,3.2964,176900
-120.95,38.69,10,5.2032,217100
-120.96,38.66,11,3.9036,180800
-120.97,38.65,9,4.0714,300600
-120.93,38.65,12,4.5568,170100
-120.91,38.62,12,4.1843,207600
-120.95,38.79,12,4.3981,202800
-120.93,38.77,9,5.5111,196300
-120.91,38.73,11,4.835,230600
-120.87,38.71,13,4,167400
-120.84,38.77,11,4.825,184600
-120.86,38.75,15,2.5625,146100
-120.83,38.74,17,2.2269,128300
-120.84,38.73,17,2.8807,142600
-120.81,38.73,38,2.5104,120500
-120.78,38.74,28,2.1603,111300
-120.81,38.74,29,2.3314,121600
-120.76,38.76,21,2.6392,148500
-120.76,38.73,17,1.5625,108300
-120.78,38.73,31,2.9844,127900
-120.81,38.73,42,2.7273,128600
-120.78,38.72,19,3.6406,150900
-120.67,38.76,35,2.1682,138100
-120.7,38.75,19,2.9,158700
-120.71,38.73,17,2.9219,141300
-120.58,38.77,15,4.03,141200
-120.58,38.77,21,2.3583,108700
-120.6,38.76,22,3.0217,106900
-120.59,38.76,21,1.7266,94700
-120.63,38.75,17,2.7201,117500
-120.7,38.69,13,4.0709,151700
-120.63,38.73,11,4.0675,140200
-120.62,38.71,10,4.0197,132200
-120.63,38.68,14,3.0789,131700
-120.54,38.75,9,3.9812,136600
-120.76,38.6,14,2.5865,133800
-120.66,38.61,19,2.5042,126400
-120.72,38.57,8,2.6833,118800
-120.59,38.53,15,3.6125,100000
-120.44,38.61,9,3.5192,98000
-120.32,38.71,13,3.5667,115600
-120.08,38.8,34,4.625,162500
-120.88,38.58,8,4.0827,170700
-120.84,38.63,12,5.7373,208300
-120.81,38.67,14,3.0565,118800
-120.76,38.65,17,3.5511,155900
-120.85,38.69,18,3.4872,141400
-120.79,38.7,13,2.3319,138500
-119.81,36.73,51,2.101,56700
-119.81,36.73,47,1.372,49600
-119.81,36.74,36,1.5625,47500
-119.79,36.73,52,1.975,47500
-119.8,36.73,45,1.7011,44800
-119.8,36.72,43,0.9513,50400
-119.81,36.72,46,1.5833,56700
-119.81,36.73,50,2.2206,59200
-119.77,36.73,44,2.1518,53000
-119.77,36.72,43,1.4427,47700
-119.78,36.73,52,1.2344,43300
-119.77,36.73,45,1.7829,52600
-119.77,36.75,39,1.5227,46900
-119.77,36.74,20,1.5547,93900
-119.78,36.74,15,2.5045,90300
-119.78,36.75,35,1.2375,50000
-119.78,36.75,31,1.2813,56400
-119.79,36.74,35,1.0513,39600
-119.79,36.74,52,2.1094,75000
-119.8,36.74,25,0.799,51800
-119.8,36.75,41,1.3527,61200
-119.79,36.75,33,1.123,46700
-119.82,36.74,52,1.8967,43800
-119.82,36.72,25,1.6435,52600
-119.82,36.72,17,2.6176,54100
-119.83,36.73,21,2.4137,62100
-119.83,36.72,28,4.35,67500
-119.83,36.71,43,2.4167,73900
-119.79,36.72,19,1.25,53000
-119.8,36.71,29,2.0043,53500
-119.81,36.71,25,1.5625,52800
-119.8,36.72,19,1.0481,48500
-119.8,36.72,15,1.0472,57800
-119.79,36.7,23,1.3922,49500
-119.8,36.7,28,1.3304,51300
-119.81,36.7,52,1.2404,52500
-119.78,36.72,22,2.1458,34400
-119.79,36.72,41,1.3047,44100
-119.78,36.71,35,1.3587,45300
-119.74,36.71,17,2.1905,61800
-119.76,36.71,29,1.5611,44400
-119.76,36.72,24,2.875,60600
-119.75,36.71,38,1.4577,49800
-119.74,36.73,34,2.3269,50800
-119.74,36.72,25,2.1304,58500
-119.75,36.72,22,1.3343,60800
-119.76,36.73,46,1.8723,52600
-119.76,36.73,39,1.4419,45500
-119.75,36.73,39,1.6325,52100
-119.74,36.73,42,2.0536,50000
-119.69,36.75,6,4.7463,93100
-119.67,36.74,19,2.7813,120300
-119.69,36.74,17,1.5449,62500
-119.69,36.75,13,4.0027,93100
-119.67,36.73,27,4.9196,117900
-119.69,36.73,30,7.2211,171700
-119.69,36.74,23,3.5128,121600
-119.69,36.71,25,4.4583,108300
-119.67,36.72,31,2.6875,153800
-119.73,36.73,7,1.4007,225000
-119.72,36.73,9,1.4646,65900
-119.72,36.72,15,6.8162,127200
-119.73,36.72,26,0.6991,89500
-119.73,36.73,9,2.2437,54200
-119.71,36.73,19,5.2608,151400
-119.72,36.71,7,3.0179,91600
-119.73,36.72,15,2.0294,70400
-119.73,36.68,32,1.7986,49300
-119.69,36.69,36,2.1563,88300
-119.76,36.68,29,1.8355,74200
-119.67,36.65,20,3.9211,92300
-119.63,36.64,33,3.4107,110400
-119.65,36.62,6,1.6607,58000
-119.68,36.63,39,3.0139,65300
-119.74,36.65,19,2.9013,89500
-119.68,36.62,31,1.6602,61200
-119.73,36.62,35,3.5781,92800
-119.73,36.59,31,3.3438,92600
-119.8,36.68,31,2.1691,66700
-119.78,36.65,27,2.77,68400
-119.82,36.64,30,2.2466,96000
-119.8,36.65,34,1.7692,74200
-119.89,36.73,43,2.6146,81300
-119.87,36.72,30,2.0658,67900
-119.89,36.7,32,2.5809,78300
-119.85,36.74,35,3.5375,96700
-119.84,36.77,6,1.4817,72000
-119.83,36.76,15,1.976,67300
-119.82,36.75,41,2.0781,48800
-119.84,36.75,34,1.575,57100
-119.83,36.75,33,1.3929,55600
-119.81,36.76,48,2.9306,67900
-119.81,36.76,51,2.2029,54200
-119.81,36.75,52,1.7636,55100
-119.82,36.76,41,1.8971,66900
-119.82,36.76,46,1.4028,68500
-119.8,36.76,52,1.6429,69200
-119.8,36.75,52,1.7298,58400
-119.81,36.76,52,2.4375,57100
-119.8,36.76,52,2.3952,78400
-119.79,36.76,52,1.175,56100
-119.79,36.75,52,1,45000
-119.8,36.75,46,1.5273,59000
-119.79,36.76,52,2.1055,61300
-119.78,36.76,47,1.7344,51300
-119.78,36.75,49,1.2937,52000
-119.78,36.75,43,1.4635,46600
-119.78,36.76,50,1.75,49800
-119.76,36.76,23,1.4766,50600
-119.76,36.75,35,2.19,53400
-119.76,36.75,41,1.2545,45500
-119.77,36.76,40,1.2101,49100
-119.77,36.76,43,1.869,56000
-119.77,36.76,43,1.5174,54600
-119.76,36.75,35,1.6548,49400
-119.76,36.74,52,1.3029,69100
-119.77,36.74,50,1.8667,62800
-119.77,36.74,51,3.3125,70100
-119.77,36.75,44,1.7083,48300
-119.76,36.75,39,1.8641,50800
-119.74,36.75,47,2.9545,59600
-119.74,36.74,39,1.2065,55600
-119.75,36.74,39,1.8958,51300
-119.75,36.75,50,1.9955,54200
-119.75,36.75,49,2.5111,55400
-119.74,36.76,42,1.7994,58700
-119.74,36.76,36,1.4766,52800
-119.75,36.76,29,1.4107,59800
-119.75,36.76,32,1.3278,44500
-119.72,36.76,23,2.3006,69000
-119.72,36.75,11,2.6611,74700
-119.73,36.76,30,3.1,71300
-119.72,36.75,27,3.9514,86900
-119.73,36.74,14,1.6073,64700
-119.73,36.75,39,3.1719,67900
-119.7,36.75,11,2.4956,87500
-119.71,36.74,18,2.4728,88300
-119.71,36.76,28,2.3108,72000
-119.7,36.8,34,3.8088,87700
-119.71,36.79,34,3.6681,82000
-119.71,36.77,11,2.1461,75900
-119.73,36.8,15,3.1417,74600
-119.72,36.8,16,2.1653,78800
-119.72,36.8,15,3.1953,85700
-119.71,36.8,17,3.9338,84700
-119.71,36.8,17,3.25,81400
-119.71,36.81,9,2.0536,55000
-119.7,36.8,31,2.6932,66400
-119.71,36.8,25,3,72800
-119.72,36.8,23,2.625,71500
-119.73,36.8,24,3.7578,69200
-119.72,36.81,15,2.6767,87500
-119.73,36.77,24,2.9406,73000
-119.74,36.77,30,2.5737,76900
-119.75,36.77,32,2.6726,70400
-119.75,36.78,35,2.4405,74300
-119.75,36.78,33,2.3333,81300
-119.74,36.78,27,2.2467,70700
-119.76,36.77,36,2.785,72300
-119.76,36.77,38,2.1439,60200
-119.77,36.77,38,2.0564,64700
-119.77,36.78,36,2.5434,67300
-119.77,36.78,40,1.9375,67700
-119.77,36.77,29,1.2176,61900
-119.78,36.77,45,2.3562,58100
-119.78,36.78,37,1.9784,70700
-119.79,36.77,30,2.0357,60200
-119.8,36.77,52,3.8105,87600
-119.8,36.78,50,2.2614,73000
-119.79,36.78,41,2.319,59100
-119.79,36.77,43,2.3967,58700
-119.81,36.78,52,3.5972,89900
-119.81,36.77,49,3.15,72200
-119.81,36.77,48,2.5804,78900
-119.81,36.77,43,3.4265,85000
-119.81,36.78,37,3.625,83400
-119.82,36.78,36,2.6127,69600
-119.82,36.77,41,3.0568,71300
-119.82,36.77,36,2.9081,65600
-119.83,36.77,32,2.4286,68100
-119.83,36.77,23,2.625,71600
-119.83,36.78,30,2.8359,80300
-119.87,36.79,8,3.6522,80200
-119.87,36.79,7,3.0938,76700
-119.89,36.79,5,3.7821,80400
-119.87,36.78,4,3.4213,84500
-119.85,36.78,8,2.7857,79700
-119.86,36.78,7,2.9853,74700
-119.85,36.77,9,2.0446,81300
-119.85,36.77,27,2.9315,83200
-119.85,36.76,10,1.8214,80100
-119.85,36.75,24,2.8194,81100
-119.87,36.76,34,2.875,74500
-119.9,36.79,22,3.3125,106100
-119.89,36.76,17,4.1719,126400
-119.92,36.77,18,3.6204,119800
-120.08,36.79,38,2.9808,89600
-120.21,36.77,20,2.3194,90600
-120.1,36.66,19,1.7,69000
-119.98,36.74,26,3.4861,112500
-120,36.7,33,2.6852,70800
-120.04,36.74,14,1.6168,71800
-120.05,36.72,24,1.8299,57800
-120.08,36.72,22,3.6,83200
-120.06,36.72,32,1.8,60400
-120.07,36.74,19,3.087,88200
-119.95,36.8,30,3.4297,112500
-119.99,36.8,45,3.2813,105400
-120.02,36.8,25,2.1618,55300
-120.04,36.79,48,2.7917,82800
-119.91,36.83,29,3.8056,165400
-119.88,36.81,30,1.3221,61200
-119.88,36.85,8,7.5,256200
-119.87,36.83,4,5.1781,122500
-119.85,36.83,15,6.7181,160300
-119.85,36.83,11,4.8036,141600
-119.86,36.82,12,4.7622,89300
-119.85,36.82,9,3.3239,91300
-119.85,36.82,15,5.5842,88900
-119.85,36.82,16,5.5405,119300
-119.88,36.83,2,4.2132,96500
-119.86,36.81,4,3.3942,72100
-119.87,36.81,6,4.6726,107800
-119.85,36.81,15,3.755,68000
-119.85,36.8,14,3.6563,88800
-119.85,36.8,14,2.9565,73000
-119.86,36.8,18,2.5595,67900
-119.84,36.85,8,10.5144,345900
-119.85,36.84,12,8.9669,213900
-119.84,36.84,12,8.7716,229200
-119.84,36.83,17,6.8645,195900
-119.83,36.83,14,6.9903,141200
-119.82,36.83,14,5.3241,123000
-119.84,36.83,17,7.4201,229700
-119.82,36.83,16,6.1175,144700
-119.84,36.82,17,5.5357,167700
-119.83,36.82,14,7.2909,155600
-119.82,36.82,28,5.2809,151500
-119.82,36.81,25,5.0698,150900
-119.84,36.81,18,7.7062,188300
-119.78,36.86,10,8.3608,187300
-119.77,36.86,7,8.2737,193500
-119.77,36.85,8,5.9897,123600
-119.77,36.84,15,5.3886,125300
-119.77,36.84,15,3.2569,124400
-119.78,36.84,7,3.2147,111900
-119.78,36.85,12,2.8274,79500
-119.78,36.86,8,4.2071,128300
-119.79,36.85,11,1.9511,54000
-119.79,36.84,22,1.7926,51700
-119.8,36.86,7,3.7656,145000
-119.81,36.85,17,4.2304,94400
-119.82,36.84,7,5.4868,158800
-119.82,36.84,9,3.3229,119300
-119.81,36.83,19,4.049,126000
-119.81,36.83,10,5.6445,135500
-119.78,36.83,11,2.3667,69300
-119.79,36.82,25,3.2143,93000
-119.8,36.83,17,4.3315,95800
-119.79,36.83,15,2.2215,72200
-119.79,36.82,23,3.4167,105200
-119.78,36.82,22,1.7708,53500
-119.8,36.82,24,3.4542,121200
-119.81,36.81,33,5.4513,143300
-119.8,36.8,43,6.3359,169300
-119.81,36.8,38,6.1575,160100
-119.83,36.8,24,3.8571,90100
-119.82,36.8,33,2.9471,99500
-119.81,36.8,29,3.5958,88800
-119.83,36.8,16,3.125,80800
-119.84,36.8,16,3.4074,72700
-119.84,36.8,19,2.0469,66900
-119.83,36.79,35,3.3272,65600
-119.83,36.78,35,2.5223,66200
-119.84,36.78,24,1.3385,58800
-119.84,36.79,21,3.3447,71400
-119.83,36.79,24,1.9575,67000
-119.81,36.78,35,2.0324,55500
-119.81,36.78,36,3,79700
-119.82,36.78,36,2.6055,69200
-119.82,36.79,35,2.6522,65900
-119.82,36.79,18,1.6854,64700
-119.81,36.79,35,2.9506,73800
-119.79,36.79,33,1.9386,67500
-119.79,36.78,38,2.03,58800
-119.8,36.78,43,3.5542,96500
-119.81,36.79,39,2.4167,71900
-119.8,36.79,45,5.187,153800
-119.79,36.81,35,3.069,69600
-119.78,36.8,34,1.8514,66500
-119.79,36.8,27,3.32,124700
-119.79,36.81,33,4.25,132200
-119.77,36.79,34,3.2642,89600
-119.78,36.78,31,2.3293,73400
-119.79,36.79,26,2.256,64500
-119.79,36.79,19,1.5122,47500
-119.78,36.79,33,2.9301,68300
-119.76,36.79,26,2.1544,72800
-119.76,36.78,30,2.1383,78800
-119.77,36.79,27,2.9937,81100
-119.76,36.79,32,3.3281,75100
-119.74,36.79,28,2.1573,71400
-119.75,36.78,28,2.293,71700
-119.76,36.8,29,2.5893,70900
-119.77,36.8,32,2.9244,84600
-119.78,36.8,34,2.8994,66000
-119.76,36.8,20,2.2094,83700
-119.77,36.8,24,2.7222,83100
-119.74,36.8,18,2.4678,74300
-119.75,36.8,25,2.3333,90600
-119.75,36.8,30,2.197,74500
-119.76,36.81,19,1.2716,69400
-119.77,36.81,25,3.4279,84700
-119.76,36.82,17,2.3375,99300
-119.77,36.81,28,3.567,85500
-119.78,36.82,25,3.625,89500
-119.78,36.83,18,4.2153,95200
-119.76,36.83,22,4.5179,99600
-119.76,36.83,20,5.2595,110900
-119.77,36.83,19,4.7804,101100
-119.77,36.83,16,5.0635,108500
-119.76,36.83,17,4.0196,84200
-119.75,36.83,15,4.9292,109400
-119.74,36.83,14,4.1098,108200
-119.77,36.91,3,5.3272,174200
-119.75,36.87,3,5.0941,143700
-119.74,36.85,3,3.9032,140800
-119.7,36.94,15,2.4861,86300
-119.71,36.88,17,6.9405,165200
-119.69,36.86,20,4,164600
-119.69,36.85,20,4.5398,143100
-119.67,36.89,15,5.308,167500
-119.7,36.83,23,2.5904,71400
-119.7,36.82,25,2.3173,68200
-119.7,36.81,32,2.7159,68000
-119.71,36.83,5,1.8061,113400
-119.71,36.83,15,3.5078,109000
-119.73,36.83,8,5.3478,138800
-119.73,36.83,14,5.0828,111400
-119.71,36.82,12,2.3381,112500
-119.71,36.81,19,1.6618,69700
-119.71,36.81,19,1.7969,72800
-119.72,36.81,28,2.9453,72200
-119.73,36.81,19,2.7778,79700
-119.72,36.82,16,1.9483,112500
-119.72,36.82,15,2.2639,52500
-119.69,36.83,7,3.9943,100200
-119.69,36.83,8,4.9327,89500
-119.69,36.83,32,1.4913,54600
-119.69,36.83,28,3.1814,78900
-119.67,36.83,3,4.4356,111300
-119.67,36.83,4,5.0864,113700
-119.68,36.83,11,6.1133,120000
-119.67,36.82,2,4.5577,123300
-119.67,36.81,4,4.9432,114400
-119.68,36.81,13,5.0253,106200
-119.69,36.82,17,1.8021,55900
-119.69,36.82,15,4.81,93600
-119.68,36.81,16,3.9792,88900
-119.69,36.81,13,2.5446,93800
-119.69,36.81,15,4.4934,88000
-119.68,36.8,7,4.2066,88400
-119.69,36.8,31,3.2813,68700
-119.67,36.8,9,6.011,163100
-119.69,36.79,13,3.7697,83600
-119.68,36.79,16,3.5417,71300
-119.69,36.79,15,2.7404,76300
-119.69,36.77,22,2.6875,60600
-119.69,36.79,5,4.0993,83000
-119.68,36.77,21,6.0132,150800
-119.64,36.85,15,4.9904,157300
-119.64,36.82,14,5.6739,173800
-119.63,36.79,19,4.526,148700
-119.63,36.76,22,4.925,154700
-119.63,36.7,42,3.0833,133300
-119.53,36.78,20,4.5625,136900
-119.58,36.83,13,5.4895,156700
-119.58,36.77,19,4.0227,126500
-119.59,36.72,18,4.5375,130600
-119.5,36.74,20,4.5938,106900
-119.57,36.72,11,3.6161,99500
-119.56,36.71,29,2.5741,73000
-119.56,36.71,37,2.181,59900
-119.57,36.71,10,2.6458,84800
-119.57,36.7,34,2.6823,72900
-119.56,36.7,40,2.1182,58900
-119.55,36.7,31,2.3687,63900
-119.57,36.7,30,3.1442,72300
-119.57,36.7,7,3.7261,83900
-119.58,36.69,42,1.9766,58100
-119.55,36.69,21,1.7132,55900
-119.54,36.7,20,2.2448,58900
-119.55,36.71,32,1.9076,55800
-119.55,36.72,6,2.1515,63900
-119.52,36.71,21,2.59,69300
-119.47,36.69,19,3.2917,160100
-119.41,36.68,18,3.4044,115300
-119.43,36.63,25,3.625,107600
-119.39,36.64,38,2.3618,80000
-119.4,36.59,37,3.5074,93800
-119.49,37.1,24,2.3359,92400
-119.61,36.94,14,4.2679,151800
-119.57,37.02,16,3.332,111800
-119.48,37,16,3.1736,111800
-119.46,36.91,12,3.9141,123900
-119.33,36.89,15,2,83300
-119.21,37.25,44,4.1838,85600
-118.94,37.13,12,4.1563,94000
